time,ids,post,likes,shares,link
2020-09-17 15:06:00,3370584873035433,TATA YODHA BS6 की तरफ से आप सभी को विश्वकर्मा पूजा की शानदार शुभकामनाएं। इस शुभ अवसर पर ले आइए YODHA और बनाइए अपना कारोबार जानदार। #VishwakarmaPuja #HappyVishwakarma #TataYodhaBS6,4.3K,27 comments,https://www.facebook.com/TataMotorsGroup/posts/3370584873035433
2020-09-17 14:04:00,3370466089713978,विश्वकर्मा जी के आशीर्वाद और TATA INTRA V30 BS6 से बड़ा होगा कारोबार और बड़ी होगी कमाई। INTRA की तरफ से आप सभी को विश्वकर्मा पूजा की ढेरों शुभकामनाएं। #VishwakarmaPuja #HappyVishwakarma #TataIntraBS6,5K,24 comments,https://www.facebook.com/TataMotorsGroup/posts/3370466089713978
2020-09-16 23:03:00,3368542236573030,"Manaiye jashan apni kaamyabi aur TATA ACE ki 15th anniversary ka. Ghar le aiye TATA ACE GOLD Diesel aur saath mein paiye LED TV, low interest rate of 5.99% aur Free Gold AMC for 2 years/ 50,000 kms*. Click here for T&Cs:  http://bit.ly/2r0SGIl #TataAceBS6 #15YearsOfTataAce #TataAce15thAnniversary",147,13 comments,https://www.facebook.com/TataMotorsGroup/posts/3368542236573030
2020-09-16 21:59:00,3368382779922309,"मनाइये जशन अपनी कामयाबी और TATA ACE की पन्द्रवीं सालगिराह का। घर ले आइए TATA ACE GOLD डीजल और साथ में पाइए LED TV, 5.99% का कम इंटरेस्ट रेट और रियायती गोल्ड AMC 2 साल/50,000 kms तक। टर्म्स और कंडीशंस जानने के लिए यहाँ क्लिक करें:  http://bit.ly/2r0SGIl #TataAceBS6 #15YearsOfTataAce #TataAce15thAnniversary",111,1 comment,https://www.facebook.com/TataMotorsGroup/posts/3368382779922309
2020-09-16 21:25:00,3368227496604504,Dare to dream big and fulfil all your desires with TATA INTRA V30 BS6. Its outstanding performance helps your business to reach the next level. Click here for more information: http://bit.ly/2YFalUJ #TataIntraBS6,3.2K,19 comments,https://www.facebook.com/TataMotorsGroup/posts/3368227496604504
-1,3368248406602413,,,,https://www.facebook.com/TataMotorsGroup/posts/3368248406602413
2020-09-16 20:10:00,3368029916624262,"No matter how tough the road is, you can drive with ease and carry more load with advanced and upgraded features of TATA YODHA BS6. To know more, click here: https://bit.ly/31ZZtWv #TataYodhaBS6",3.2K,38 comments,https://www.facebook.com/TataMotorsGroup/posts/3368029916624262
2020-09-16 19:34:00,3368022853291635,"सड़क चाहे कितनी ही कठिन हो, आप आसानी से ड्राइव कर सकते हैं और TATA YODHA BS6 के साथ और उठा सकते हैं अधिक भार बेहतर लाभ के लिए। अधिक जानकारी के लिए यहाँ क्लिक करें: https://bit.ly/31ZZtWv #TataYodhaBS6",4.4K,13 comments,https://www.facebook.com/TataMotorsGroup/posts/3368022853291635
2020-09-16 17:53:00,3367768526650401,Drive the economical and efficient Tata Tigor EV – The Electric Sedan to maintain the savings of your business in the best possible way. Now with an extended range of 213* km. #ElectricDrivesGrowth,539,5 comments,https://www.facebook.com/TataMotorsGroup/posts/3367768526650401
2020-09-15 16:47:00,3364414303652490,Tata Motors wishes all you engineers a Happy Engineer's Day! Here's to future innovations and creations!,5.5K,40 comments,https://www.facebook.com/TataMotorsGroup/posts/3364414303652490
2020-09-15 16:23:00,3364356826991571,"Beat every challenge with the 215/75 R 16 Radial Tyres of TATA YODHA BS6 and climb to the pinnacle of success. To know more, click here: https://bit.ly/31ZZtWv #TataYodhaBS6",3.2K,15 comments,https://www.facebook.com/TataMotorsGroup/posts/3364356826991571
2020-09-15 15:34:00,3364257230334864,"TATA YODHA BS6 के रेडियल टायर्स के साथ हराओ हर चुनौती को और चढ़ जाओ सफलता के शिखर पर, क्यूंकि YODHA है हर टेर्रिन पर जानदार। अधिक जानकारी के लिए यहाँ क्लिक करें: https://bit.ly/31ZZtWv #TataYodhaBS6",3.6K,9 comments,https://www.facebook.com/TataMotorsGroup/posts/3364257230334864
2020-09-15 14:32:00,3364137820346805,Go big with TATA INTRA V30 BS6 and fulfil all your dreams. Its bigger loading capacity lets you deliver more so your business can prosper. Click here for more information: http://bit.ly/2YFalUJ #TataIntraBS6,265,3 comments,https://www.facebook.com/TataMotorsGroup/posts/3364137820346805
2020-09-15 14:04:00,3364086553685265,"TATA INTRA V30 BS6 के साथ कारोबार को बड़ा करें और अपने सभी सपनों को पूरा करें। इसकी बड़ी लोडिंग क्षमता आपको अधिक क्षमता प्रदान करती है ताकि आपका व्यवसाय समृद्ध हो सके। अधिक जानने के लिए, यहां क्लिक करें: http://bit.ly/2YFalUJ #TataIntraBS6",195,8 comments,https://www.facebook.com/TataMotorsGroup/posts/3364086553685265
2020-09-15 10:53:00,3363728093721111,"Thanking the real keys behind our success, this #EngineersDay. #HappyEngineersDay #ConnectingAspiratons.",134,4 comments,https://www.facebook.com/TataMotorsGroup/posts/3363728093721111
2020-09-14 22:25:00,3362139173880003,"Give power to your business with the strong performance of TATA YODHA BS6. It gives better performance than before so that you earn more profit than before. To know more, click here: https://bit.ly/31ZZtWv #TataYodhaBS6",3.1K,17 comments,https://www.facebook.com/TataMotorsGroup/posts/3362139173880003
2020-09-14 21:52:00,3362126333881287,अपने कारोबार में भर दो जान TATA YODHA BS6 की दमदार परफॉरमेंस के साथ। YODHA दे पहले से बेहतर परफॉरमेंस ताकि आप कमाएं पहले से ज़्यादा मुनाफा। अधिक जानकारी के लिए यहाँ क्लिक करें: https://bit.ly/31ZZtWv #TataYodhaBS6,5.1K,19 comments,https://www.facebook.com/TataMotorsGroup/posts/3362126333881287
-1,3362067920553795,,,,https://www.facebook.com/TataMotorsGroup/posts/3362067920553795
2020-09-14 20:33:00,3361932183900702,अब आराम से व्यापार करें और मुश्किल सड़कों पर भी आसानी से यात्रा करें। TATA INTRA V30 BS6 आपको दक्षता और लाभ बढ़ाने के लिए स्टाइलिश हेड लैम्प्स और 175 मिमी ग्राउंड क्लीयरेंस प्रदान करता है। अधिक जानकारी के लिए यहां क्लिक करें: http://bit.ly/2YFalUJ #TataIntraBS6,119,4 comments,https://www.facebook.com/TataMotorsGroup/posts/3361932183900702
2020-09-14 18:31:00,3361628483931072,Tata Tigor EV - The Electric Sedan is an efficient and thrifty option for your business to build it in the right way. Now with an extended range of 213* km. #ElectricDrivesGrowth,505,15 comments,https://www.facebook.com/TataMotorsGroup/posts/3361628483931072
2020-09-14 18:30:00,3361626513931269,"Congratulations Sameer Kulkarni, you are the winner of #DumdaarYodha Contest. Our team will get in touch with you shortly.",459,11 comments,https://www.facebook.com/TataMotorsGroup/posts/3361626513931269
2020-09-11 18:36:00,3352466954847225,"Tata Tigor EV – The Electric Sedan is well equipped with dual-front airbags, ABS with Electronic Brake-force Distribution and has a reliable energy - absorbing structure which ensures your on-road safety. Now with an extended range of 213* km.
#ElectricDrivesGrowth",671,5 comments,https://www.facebook.com/TataMotorsGroup/posts/3352466954847225
2020-09-10 18:36:00,3349347508492503,Follow our official cars page to get all the latest updates about the SUV #AboveAll.,533,41 comments,https://www.facebook.com/TataMotorsGroup/posts/3349347508492503
2020-09-10 17:37:00,3349183155175605,"Thank you Amaljith for making ALTROZ your on-road companion. #TheGoldStandard adventure awaits you.
Tag us and share the picture of your ALTROZ, to feature on o… See more",409,22 comments,https://www.facebook.com/TataMotorsGroup/posts/3349183155175605
2020-09-10 14:13:00,3348747708552483,"Our next Tata Literature Live! Sports Yatras is a live conversation with Sania Mirza, Former World No.1 Women's Doubles Tennis Player and Winner of 6 Grand Slam… See more",79,1 comment,https://www.facebook.com/TataMotorsGroup/posts/3348747708552483
2020-09-09 18:11:00,3346205388806715,Follow New Tigor #TheSedanForTheStars on Instagram for all the latest updates. Click Here: bit.ly/TIGOR-TheSedanForTheStars,566,9 comments,https://www.facebook.com/TataMotorsGroup/posts/3346205388806715
2020-09-09 17:06:00,3346047455489175,"Spend less on maintaining your Tata Tigor EV – The Electric Sedan and tick all your boxes of getting a fuel-free*, zero-tailpipe emission and cost-effective drive. Now with an extended range of 213* km. 
#ElectricDrivesGrowth",471,3 comments,https://www.facebook.com/TataMotorsGroup/posts/3346047455489175
2020-09-09 17:04:00,3346043462156241,"Gupta Shriya, ALTROZ is thrilled to have you on board with #TheGoldStandard family.
Tag us and share the picture of your ALTROZ, to feature on our social media … See more",304,14 comments,https://www.facebook.com/TataMotorsGroup/posts/3346043462156241
2020-09-09 11:45:00,3345407685553152,Follow our official cars page to get the latest updates about the #SeriouslyFun New Tiago.,239,16 comments,https://www.facebook.com/TataMotorsGroup/posts/3345407685553152
-1,3345327898894464,,,,https://www.facebook.com/TataMotorsGroup/posts/3345327898894464
-1,3343366885757232,,,,https://www.facebook.com/TataMotorsGroup/posts/3343366885757232
2020-09-08 17:01:00,3342896589137595,Follow New Tigor #TheSedanForTheStars on Instagram for all the latest updates. Click Here: bit.ly/TIGOR-TheSedanForTheStars,484,8 comments,https://www.facebook.com/TataMotorsGroup/posts/3342896589137595
2020-09-08 11:15:00,3342189202541667,"Joyal George can’t get enough of admiring his premium hatch. 
ALTROZ welcomes Joyal into #TheGoldStandard family!
Share the pictures of your ALTROZ and tag us, … See more",662,10 comments,https://www.facebook.com/TataMotorsGroup/posts/3342189202541667
2020-09-08 10:22:00,3342086945885226,Education is the key to success and we stand by it by contributing towards the betterment of our country. #InternationalLiteracyDay #CSRInitiatives #ConnectingAspirations,157,1 comment,https://www.facebook.com/TataMotorsGroup/posts/3342086945885226
2020-09-07 20:15:00,3340342529393001,Follow our official cars page to get all the latest updates about the SUV #AboveAll,798,26 comments,https://www.facebook.com/TataMotorsGroup/posts/3340342529393001
2020-09-07 17:09:00,3339881676105753,Avail yourself of the simplicity of charging your Tata Tigor EV – The Electric Sedan anywhere from any 220 V 15 A AC Socket. Now with an extended range of 213* km. #ElectricDrivesGrowth,399,7 comments,https://www.facebook.com/TataMotorsGroup/posts/3339881676105753
2020-09-07 13:08:00,3339399422820645,Follow our official cars page to get all the latest updates about the SUV #AboveAll,437,8 comments,https://www.facebook.com/TataMotorsGroup/posts/3339399422820645
2020-09-07 11:52:00,3339257122834875,Follow our official cars page to get the latest updates about the #SeriouslyFun New Tiago.,491,12 comments,https://www.facebook.com/TataMotorsGroup/posts/3339257122834875
-1,3339220812838506,,,,https://www.facebook.com/TataMotorsGroup/posts/3339220812838506
2020-09-07 11:02:00,3339164842844103,"लंबी दूरी की यात्रा करें और हर डिलीवरी आराम से करें TATA YODHA BS6 की रेक्लाइनर सीट्स के साथ। अधिक जानने के लिए, यहां क्लिक करें: https://bit.ly/31ZZtWv # TataYodhaBS6",232,9 comments,https://www.facebook.com/TataMotorsGroup/posts/3339164842844103
2020-09-06 17:06:00,3336847816409139,Follow New Tigor #TheSedanForTheStars on Instagram for all the latest updates. Click Here: bit.ly/TIGOR-TheSedanForTheStars,766,23 comments,https://www.facebook.com/TataMotorsGroup/posts/3336847816409139
2020-09-06 16:02:00,3336715379755716,Follow our official cars page to get the latest updates about the #SeriouslyFun New Tiago.,1.2K,24 comments,https://www.facebook.com/TataMotorsGroup/posts/3336715379755716
2020-09-06 11:34:00,3336129223147665,"No matter how tough the road is, you can drive with ease with 215/75 R 16 radial tyres of TATA YODHA BS6. To know more, click here: https://bit.ly/31ZZtWv #TataYodhaBS6",3.2K,30 comments,https://www.facebook.com/TataMotorsGroup/posts/3336129223147665
2020-09-06 10:53:00,3336092049818049,"कितना भी कठिन हो रास्ता, आप TATA YODHA BS6 के 215/75 R 16 रेडियल टायर के साथ आसानी से ड्राइव कर सकते हैं। अधिक जानकारी के लिए यहाँ क्लिक करें: https://bit.ly/31ZZtWv #TataYodhaBS6",4.4K,15 comments,https://www.facebook.com/TataMotorsGroup/posts/3336092049818049
-1,3333628686731052,,,,https://www.facebook.com/TataMotorsGroup/posts/3333628686731052
2020-09-05 16:02:00,3333613186732602,"Set off on golden drives at a push of a button! Experience #TheGoldStandard on each drive, only in the ALTROZ with Push Button Start.  
Click on https://bit.ly/… See more",524,16 comments,https://www.facebook.com/TataMotorsGroup/posts/3333613186732602
2020-09-05 14:45:00,3333467070080547,TATA INTRA V30 BS6 के 52 kW (70 Hp) शक्तिशाली इंजन और 1300 किलोग्राम पेलोड क्षमता के साथ आप कमाएं अपने कारोबार में ज़्यादा मुनाफा। अधिक जानकारी के लिए यहां क्लिक करें: http://bit.ly/2YFalUJ #TataIntraBS6,206,11 comments,https://www.facebook.com/TataMotorsGroup/posts/3333467070080547
2020-09-05 13:02:00,3333273030099951,"Keep Calm and visit our #SafeDealerships today!
.
.
 #SafeDealerships #NewForever #TataMotors",424,21 comments,https://www.facebook.com/TataMotorsGroup/posts/3333273030099951
2020-09-05 12:40:00,3333232173437370,Follow our official cars page to get all the latest updates about the SUV #AboveAll,254,7 comments,https://www.facebook.com/TataMotorsGroup/posts/3333232173437370
2020-09-05 12:31:00,3333212393439348,"Defeat all the challenges and reach the peak of success with TATA YODHA BS6. Its 215/75 R 16 radial tyres make every journey smooth. To know more, click here: https://bit.ly/31ZZtWv #TataYodhaBS6",3.2K,34 comments,https://www.facebook.com/TataMotorsGroup/posts/3333212393439348
-1,3333148163445771,,,,https://www.facebook.com/TataMotorsGroup/posts/3333148163445771
2020-09-05 11:37:00,3333113640115890,Follow New Tigor #TheSedanForTheStars on Instagram for all the latest updates. Click Here: bit.ly/TIGOR-TheSedanForTheStars,340,2 comments,https://www.facebook.com/TataMotorsGroup/posts/3333113640115890
2020-09-05 09:59:00,3332922996801621,"Wishing the ones who guide, support, and inspire us a very #HappyTeachersDay. Tag the one who has made your challenging tasks a good memory for you. #ConnectingAspirations",64,15 shares,https://www.facebook.com/TataMotorsGroup/posts/3332922996801621
2020-09-04 20:16:00,3331201096973811,"The Tata LPT 1512 has kick-started 6000+ stories to bring productivity in business. Conforming to the latest BS6 norms, these trucks offer improved freight capacity, value for money, and additional comfort.
#TataBS6LightTrucks",201,12 comments,https://www.facebook.com/TataMotorsGroup/posts/3331201096973811
2020-09-04 17:54:00,3330841760343078,Proud of our manufacturing facilities winning big at the recent Energy Efficiency Summit by Confederation of Indian Industry. #ConnectingAspirations #Sustainability,170,3 comments,https://www.facebook.com/TataMotorsGroup/posts/3330841760343078
2020-09-04 17:40:00,3330799270347327,"Tata Tigor EV – The Electric Sedan’s zero tailpipe emission makes the car eco-friendly and proves to be a great solution to fight climate change. Now with an extended range of 213* km. 
#ElectricDrivesGrowth",251,3 comments,https://www.facebook.com/TataMotorsGroup/posts/3330799270347327
-1,3330674390359815,,,,https://www.facebook.com/TataMotorsGroup/posts/3330674390359815
2020-09-04 11:13:00,3330020697091851,"Experience heavenly views like never before, in the All New Harrier XT+ with Panoramic Sunroof. Open up to life by booking the SUV #AboveAll today.
http://bit.l… See more",545,6 comments,https://www.facebook.com/TataMotorsGroup/posts/3330020697091851
2020-09-03 19:44:00,3328055097288411,Tata Motors has been a long standing partner of EESL - Energy Efficiency Services Limited and we are delighted to take this partnership forward by supplying 150… See more,522,30 comments,https://www.facebook.com/TataMotorsGroup/posts/3328055097288411
2020-09-03 16:55:00,3327643877329533,"Keep Calm and visit our #SafeDealerships today!
.
.
#NewForever #TataMotors #SafeForeverDealership",129,3 comments,https://www.facebook.com/TataMotorsGroup/posts/3327643877329533
2020-09-03 10:46:00,3326887577405163,"Tata Motors Domestic Sales Release August 2020. To know more visit https://www.tatamotors.com/.../tata-motors-registered.../. 
#ConnectingAspirations",340,15 comments,https://www.facebook.com/TataMotorsGroup/posts/3326887577405163
2020-09-03 09:02:00,3326673694093218,Follow New Tigor #TheSedanForTheStars on Instagram for all the latest updates. Click Here: bit.ly/TIGOR-TheSedanForTheStars,477,6 comments,https://www.facebook.com/TataMotorsGroup/posts/3326673694093218
-1,3325152380912016,,,,https://www.facebook.com/TataMotorsGroup/posts/3325152380912016
2020-09-02 18:11:00,3324655227628398,"Tata Tigor EV – The Electric Sedan's fast charging feature lets you charge your car from 0 to 80% in 120 minutes and reach your next business destination without any halt in your journey. Now with a range of 213* km.
#ElectricDrivesGrowth",524,4 comments,https://www.facebook.com/TataMotorsGroup/posts/3324655227628398
2020-09-02 18:02:00,3324633654297222,"A mirror of your elegance! ALTROZ with sleek, Piano Black ORVMs is the perfect reflection of your impeccable style. ",523,11 comments,https://www.facebook.com/TataMotorsGroup/posts/3324633654297222
2020-09-02 17:05:00,3324508840976370,Follow our official cars page to get the latest updates about the #SeriouslyFun New Tiago.,991,18 comments,https://www.facebook.com/TataMotorsGroup/posts/3324508840976370
2020-09-01 21:28:00,3322016441225610,"Defeat every single challenge in your way and reach the peak of success with TATA YODHA BS6. Its 215/75 R16 radial tyres make every delivery smooth and on time. To know more, click here: https://bit.ly/31ZZtWv #TataYodhaBS6",378,5 comments,https://www.facebook.com/TataMotorsGroup/posts/3322016441225610
2020-09-01 20:40:00,3321904584570129,"TATA YODHA BS6 के साथ हराओ अपने रास्ते में आने वाली हर चुनौती को और पहुंच जाओ सफलता के शिखर तक। इसके 215/75 R16 रेडियल टायर हर डिलीवरी को आराम से और समय पर करते हैं। अधिक जानने के लिए, यहां क्लिक करें: https://bit.ly/31ZZtWv #TataYodhaBS6",362,5 comments,https://www.facebook.com/TataMotorsGroup/posts/3321904584570129
-1,3321742821252972,,,,https://www.facebook.com/TataMotorsGroup/posts/3321742821252972
2020-09-01 18:54:00,3321642354596352,"TATA ACE BS6 के कमाल प्रदर्शन से आपके कारोबार को होगा पहले से ज़्यादा लाभ।  यह आपको दे कम मेंटेनेंस, अधिक माइलेज, बड़ी लोडिंग क्षमता और बेहतर आराम ताकि आप कमाएं पहले से ज़्यादा लाभ। अधिक जानने के लिए, यहां क्लिक करें: http://bit.ly/2r0SGIl #TataAceBS6",634,6 comments,https://www.facebook.com/TataMotorsGroup/posts/3321642354596352
2020-09-01 17:50:00,3321490774611510,"With Bappa's blessings and Tata Motors Sampoorna Seva service, you can now reach the peak of your success. Sampoorna Seva is a complete vehicle care solutions package. For more information, please visit: https://bit.ly/32P0oaW  #SampoornaSeva #TataMotors #GanpatiVisarjan",269,10 comments,https://www.facebook.com/TataMotorsGroup/posts/3321490774611510
2020-09-01 17:32:00,3321447497949171,Follow our official cars page to get the latest updates about the #SeriouslyFun New Tiago.,464,13 comments,https://www.facebook.com/TataMotorsGroup/posts/3321447497949171
2020-09-01 16:04:00,3321226007971320,Watch Sanyukta Rai- proud owner of Tata Altroz as she talks about her #SafeDealership experience with Tata Motors. Book a test drive of your favourite Tata Moto… See more,257,10 comments,https://www.facebook.com/TataMotorsGroup/posts/3321226007971320
2020-09-01 14:24:00,3321025971324657,"Hold the key to safety. Book a test drive of your favourite Tata Motors car and visit your nearest #SafeDealership today.
.
.
#SafeForeverdealership #TataMotors… See more",274,6 comments,https://www.facebook.com/TataMotorsGroup/posts/3321025971324657
-1,3318572474903340,,,,https://www.facebook.com/TataMotorsGroup/posts/3318572474903340
2020-08-31 18:31:00,3318451654915422,"Tata 610 SK BS6 brings more convenience to drivers. They can now unload faster and efficiently with a single electric tipper switch placed at the dashboard.
#TataBS6LightTrucks",251,2 comments,https://www.facebook.com/TataMotorsGroup/posts/3318451654915422
2020-08-31 17:32:00,3318319801595274,"Convenient. Durable. Profitable. With the Power of 6, the T.14 Ultra is good for your business in more ways than you can think of.
#TataBS6LightTrucks #DilSeUltra",141,3 comments,https://www.facebook.com/TataMotorsGroup/posts/3318319801595274
2020-08-31 17:04:00,3318256131601641,Tata Tigor EV – The Electric Sedan provides a comfortable drive for you with its spacious interiors. Now with an extended range of 213* km. #ElectricDrivesGrowth,613,7 comments,https://www.facebook.com/TataMotorsGroup/posts/3318256131601641
2020-08-31 16:08:00,3318140814946506,"Tata Motors M&HCV BS6 Range ke sabhi trucks ke cabins mein hai central armrest with utility space, overhead aur dash-mounted storage spaces jo drivers ko de jyada jagah aur aaraam.
#TataMotorsBS6Trucks #TataUltra",319,7 comments,https://www.facebook.com/TataMotorsGroup/posts/3318140814946506
2020-08-31 14:25:00,3317920064968581,"Tata Motors M&HCV range ke sabhi trucks mein hai panoramic windscreen aur aadhunik mirrors jo drivers ko aasani se rasta dekhne mein madad karte hai aur durghatnaon se surakshit rakhte hai.
#TataMotorsBS6Trucks #TataSigna",230,6 comments,https://www.facebook.com/TataMotorsGroup/posts/3317920064968581
